Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size
SEPC,SEPC LIMITED,SEPC LIMITED,,,,
ARTEMISMED,ARTEMIS MEDICARE SERVICES LIMITED,ARTEMIS MEDICARE SERVICES LIMITED,,,,
LUMAXTECH,LUMAX AUTO TECHNOLOGIES LIMITED,LUMAX AUTO TECHNOLOGIES LIMITED,,,,
POLYPLEX,POLYPLEX CORPORATION LIMITED,POLYPLEX CORPORATION LIMITED,,,,
SWARAJENG,SWARAJ ENGINES LIMITED,SWARAJ ENGINES LIMITED,,,,
HONDAPOWER,HONDA INDIA POWER PRODUCTS LIMITED,HONDA INDIA POWER PRODUCTS LIMITED,,,,
KINGFA,KINGFA SCIENCE & TECHNOLOGY (INDIA) LIMITED,KINGFA SCIENCE & TECHNOLOGY (INDIA) LIMITED,,,,
LAOPALA,LA OPALA RG LIMITED,LA OPALA RG LIMITED,,,,
ARVSMART,ARVIND SMARTSPACES LIMITED,ARVIND SMARTSPACES LIMITED,,,,
PARKHOTELS,APEEJAY SURRENDRA PARK HOTELS LIMITED,APEEJAY SURRENDRA PARK HOTELS LIMITED,,,,
MUTHOOTMF,MUTHOOT MICROFIN LIMITED,MUTHOOT MICROFIN LIMITED,,,,
HGS,HINDUJA GLOBAL SOLUTIONS LIMITED,HINDUJA GLOBAL SOLUTIONS LIMITED,,,,
STYLAMIND,STYLAM INDUSTRIES LIMITED,STYLAM INDUSTRIES LIMITED,,,,
HMT,HMT LIMITED,HMT LIMITED,,,,
MPSLTD,MPS LIMITED,MPS LIMITED,,,,
INDRAMEDCO,INDRAPRASTHA MEDICAL CORPORATION LIMITED,INDRAPRASTHA MEDICAL CORPORATION LIMITED,,,,
RPGLIFE,RPG LIFE SCIENCES LIMITED,RPG LIFE SCIENCES LIMITED,,,,
SANGHVIMOV,SANGHVI MOVERS LIMITED,SANGHVI MOVERS LIMITED,,,,
CARRARO,CARRARO INDIA LIMITED,CARRARO INDIA LIMITED,,,,
BEPL,BHANSALI ENGINEERING POLYMERS LIMITED,BHANSALI ENGINEERING POLYMERS LIMITED,,,,
JINDALPOLY,JINDAL POLY FILMS LIMITED,JINDAL POLY FILMS LIMITED,,,,
DATAMATICS,DATAMATICS GLOBAL SERVICES LIMITED,DATAMATICS GLOBAL SERVICES LIMITED,,,,
HPL,HPL ELECTRIC & POWER LIMITED,HPL ELECTRIC & POWER LIMITED,,,,
DALMIASUG,DALMIA BHARAT SUGAR AND INDUSTRIES LIMITED,DALMIA BHARAT SUGAR AND INDUSTRIES LIMITED,,,,
ALEMBICLTD,ALEMBIC LIMITED,ALEMBIC LIMITED,,,,
SCILAL,SHIPPING CORPORATION OF INDIA LAND AND ASSETS LIMITED,SHIPPING CORPORATION OF INDIA LAND AND ASSETS LIMITED,,,,
HATHWAY,HATHWAY CABLE & DATACOM LIMITED,HATHWAY CABLE & DATACOM LIMITED,,,,
TCNSBRANDS,TCNS CLOTHING CO. LIMITED,TCNS CLOTHING CO. LIMITED,,,,
CARERATING,CARE RATINGS LIMITED,CARE RATINGS LIMITED,,,,
SHK,S H KELKAR AND COMPANY LIMITED,S H KELKAR AND COMPANY LIMITED,,,,
SBCL,SHIVALIK BIMETAL CONTROLS LIMITED,SHIVALIK BIMETAL CONTROLS LIMITED,,,,
MTNL,MAHANAGAR TELEPHONE NIGAM LIMITED,MAHANAGAR TELEPHONE NIGAM LIMITED,,,,
SEAMECLTD,SEAMEC LIMITED,SEAMEC LIMITED,,,,
INDOSTAR,INDOSTAR CAPITAL FINANCE LIMITED,INDOSTAR CAPITAL FINANCE LIMITED,,,,
SERVOTECH,SERVOTECH POWER SYSTEMS LIMITED,SERVOTECH POWER SYSTEMS LIMITED,,,,
ASHIANA,ASHIANA HOUSING LIMITED,ASHIANA HOUSING LIMITED,,,,
SANDHAR,SANDHAR TECHNOLOGIES LIMITED,SANDHAR TECHNOLOGIES LIMITED,,,,
GIPCL,GUJARAT INDUSTRIES POWER COMPANY LIMITED,GUJARAT INDUSTRIES POWER COMPANY LIMITED,,,,
DPABHUSHAN,D. P. ABHUSHAN LIMITED,D. P. ABHUSHAN LIMITED,,,,
EPACK,EPACK DURABLE LIMITED,EPACK DURABLE LIMITED,,,,
SINDHUTRAD,SINDHU TRADE LINKS LIMITED,SINDHU TRADE LINKS LIMITED,,,,
BAJAJCON,BAJAJ CONSUMER CARE LIMITED,BAJAJ CONSUMER CARE LIMITED,,,,
SSWL,STEEL STRIPS WHEELS LIMITED,STEEL STRIPS WHEELS LIMITED,,,,
QUICKHEAL,QUICK HEAL TECHNOLOGIES LIMITED,QUICK HEAL TECHNOLOGIES LIMITED,,,,
NUCLEUS,NUCLEUS SOFTWARE EXPORTS LIMITED,NUCLEUS SOFTWARE EXPORTS LIMITED,,,,
DELTACORP,DELTA CORP LIMITED,DELTA CORP LIMITED,,,,
NAVNETEDUL,NAVNEET EDUCATION LIMITED,NAVNEET EDUCATION LIMITED,,,,
TIRUMALCHM,THIRUMALAI CHEMICALS LIMITED,THIRUMALAI CHEMICALS LIMITED,,,,
BFUTILITIE,BF UTILITIES LIMITED,BF UTILITIES LIMITED,,,,
MAHLOG,MAHINDRA LOGISTICS LIMITED,MAHINDRA LOGISTICS LIMITED,,,,
RPSGVENT,RPSG VENTURES LIMITED,RPSG VENTURES LIMITED,,,,
GENSOL,GENSOL ENGINEERING LIMITED,GENSOL ENGINEERING LIMITED,,,,
GOLDIAM,GOLDIAM INTERNATIONAL LIMITED,GOLDIAM INTERNATIONAL LIMITED,,,,
VPRPL,VISHNU PRAKASH R PUNGLIA LIMITED,VISHNU PRAKASH R PUNGLIA LIMITED,,,,
MARINE,MARINE ELECTRICALS (INDIA) LIMITED,MARINE ELECTRICALS (INDIA) LIMITED,,,,
PRAKASH,PRAKASH INDUSTRIES LIMITED,PRAKASH INDUSTRIES LIMITED,,,,
GEOJITFSL,GEOJIT FINANCIAL SERVICES LIMITED,GEOJIT FINANCIAL SERVICES LIMITED,,,,
GOODLUCK,GOODLUCK INDIA LIMITED,GOODLUCK INDIA LIMITED,,,,
MAITHANALL,MAITHAN ALLOYS LIMITED,MAITHAN ALLOYS LIMITED,,,,
KITEX,KITEX GARMENTS LIMITED,KITEX GARMENTS LIMITED,,,,
SJS,S.J.S. ENTERPRISES LIMITED,S.J.S. ENTERPRISES LIMITED,,,,
PRECWIRE,PRECISION WIRES INDIA LIMITED,PRECISION WIRES INDIA LIMITED,,,,
GTLINFRA,GTL INFRASTRUCTURE LIMITED,GTL INFRASTRUCTURE LIMITED,,,,
DCAL,DISHMAN CARBOGEN AMCIS LIMITED,DISHMAN CARBOGEN AMCIS LIMITED,,,,
FLAIR,FLAIR WRITING INDUSTRIES LIMITED,FLAIR WRITING INDUSTRIES LIMITED,,,,
SANATHAN,SANATHAN TEXTILES LIMITED,SANATHAN TEXTILES LIMITED,,,,
TVSSRICHAK,TVS SRICHAKRA LIMITED,TVS SRICHAKRA LIMITED,,,,
PFS,PTC INDIA FINANCIAL SERVICES LIMITED,PTC INDIA FINANCIAL SERVICES LIMITED,,,,
SAKSOFT,SAKSOFT LIMITED,SAKSOFT LIMITED,,,,
APOLLO,APOLLO MICRO SYSTEMS LIMITED,APOLLO MICRO SYSTEMS LIMITED,,,,
CAPACITE,CAPACITE INFRAPROJECTS LIMITED,CAPACITE INFRAPROJECTS LIMITED,,,,
REPCOHOME,REPCO HOME FINANCE LIMITED,REPCO HOME FINANCE LIMITED,,,,
MARATHON,MARATHON NEXTGEN REALTY LIMITED,MARATHON NEXTGEN REALTY LIMITED,,,,
INDOCO,INDOCO REMEDIES LIMITED,INDOCO REMEDIES LIMITED,,,,
BAJEL,BAJEL PROJECTS LIMITED,BAJEL PROJECTS LIMITED,,,,
KCP,KCP LIMITED,KCP LIMITED,,,,
SURAJEST,SURAJ ESTATE DEVELOPERS LIMITED,SURAJ ESTATE DEVELOPERS LIMITED,,,,
ASHAPURMIN,ASHAPURA MINECHEM LIMITED,ASHAPURA MINECHEM LIMITED,,,,
WENDT,WENDT (INDIA) LIMITED,WENDT (INDIA) LIMITED,,,,
GENESYS,GENESYS INTERNATIONAL CORPORATION LIMITED,GENESYS INTERNATIONAL CORPORATION LIMITED,,,,
JASH,JASH ENGINEERING LIMITED,JASH ENGINEERING LIMITED,,,,
POKARNA,POKARNA LIMITED,POKARNA LIMITED,,,,
ADFFOODS,ADF FOODS LIMITED,ADF FOODS LIMITED,,,,
EVEREADY,EVEREADY INDUSTRIES INDIA LIMITED,EVEREADY INDUSTRIES INDIA LIMITED,,,,
SALASAR,SALASAR TECHNO ENGINEERING LIMITED,SALASAR TECHNO ENGINEERING LIMITED,,,,
FINOPB,FINO PAYMENTS BANK LIMITED,FINO PAYMENTS BANK LIMITED,,,,
SAGCEM,SAGAR CEMENTS LIMITED,SAGAR CEMENTS LIMITED,,,,
NSIL,NALWA SONS INVESTMENTS LIMITED,NALWA SONS INVESTMENTS LIMITED,,,,
TASTYBITE,TASTY BITE EATABLES LIMITED,TASTY BITE EATABLES LIMITED,,,,
RPEL,RAGHAV PRODUCTIVITY ENHANCERS LIMITED,RAGHAV PRODUCTIVITY ENHANCERS LIMITED,,,,
HINDOILEXP,HINDUSTAN OIL EXPLORATION COMPANY LIMITED,HINDUSTAN OIL EXPLORATION COMPANY LIMITED,,,,
SUVEN,SUVEN LIFE SCIENCES LIMITED,SUVEN LIFE SCIENCES LIMITED,,,,
KOLTEPATIL,KOLTE - PATIL DEVELOPERS LIMITED,KOLTE - PATIL DEVELOPERS LIMITED,,,,
PREMEXPLN,PREMIER EXPLOSIVES LIMITED,PREMIER EXPLOSIVES LIMITED,,,,
SPECTRUM,SPECTRUM ELECTRICAL INDUSTRIES LIMITED,SPECTRUM ELECTRICAL INDUSTRIES LIMITED,,,,
NRBBEARING,NRB BEARING LIMITED,NRB BEARING LIMITED,,,,
DOLLAR,DOLLAR INDUSTRIES LIMITED,DOLLAR INDUSTRIES LIMITED,,,,
ORIENTHOT,ORIENTAL HOTELS LIMITED,ORIENTAL HOTELS LIMITED,,,,
SOMANYCERA,SOMANY CERAMICS LIMITED,SOMANY CERAMICS LIMITED,,,,
IDEAFORGE,IDEAFORGE TECHNOLOGY LIMITED,IDEAFORGE TECHNOLOGY LIMITED,,,,
FOSECOIND,FOSECO INDIA LIMITED,FOSECO INDIA LIMITED,,,,
VADILALIND,VADILAL INDUSTRIES LIMITED,VADILAL INDUSTRIES LIMITED,,,,
AJMERA,AJMERA REALTY & INFRA INDIA LIMITED,AJMERA REALTY & INFRA INDIA LIMITED,,,,
HITECH,HI-TECH PIPES LIMITED,HI-TECH PIPES LIMITED,,,,
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,AUTOMOTIVE AXLES LIMITED,,,,
GLOBUSSPR,GLOBUS SPIRITS LIMITED,GLOBUS SPIRITS LIMITED,,,,
GEPIL,GE POWER INDIA LIMITED,GE POWER INDIA LIMITED,,,,
TCPLPACK,TCPL PACKAGING LIMITED,TCPL PACKAGING LIMITED,,,,
NILKAMAL,NILKAMAL LIMITED,NILKAMAL LIMITED,,,,
ARKADE,ARKADE DEVELOPERS LIMITED,ARKADE DEVELOPERS LIMITED,,,,
SUMMITSEC,SUMMIT SECURITIES LIMITED,SUMMIT SECURITIES LIMITED,,,,
RAJRATAN,RAJRATAN GLOBAL WIRE LIMITED,RAJRATAN GLOBAL WIRE LIMITED,,,,
DREDGECORP,DREDGING CORPORATION OF INDIA LIMITED,DREDGING CORPORATION OF INDIA LIMITED,,,,
STANLEY,STANLEY LIFESTYLES LIMITED,STANLEY LIFESTYLES LIMITED,,,,
VISHNU,VISHNU CHEMICALS LIMITED,VISHNU CHEMICALS LIMITED,,,,
FUSION,FUSION FINANCE LIMITED,FUSION FINANCE LIMITED,,,,
THEJO,THEJO ENGINEERING LIMITED,THEJO ENGINEERING LIMITED,,,,
SHALBY,SHALBY LIMITED,SHALBY LIMITED,,,,
DEEPINDS,DEEP INDUSTRIES LIMITED,DEEP INDUSTRIES LIMITED,,,,
VENKEYS,VENKY'S (INDIA) LIMITED,VENKY'S (INDIA) LIMITED,,,,
HLEGLAS,HLE GLASCOAT LIMITED,HLE GLASCOAT LIMITED,,,,
KICL,KALYANI INVESTMENT COMPANY LIMITED,KALYANI INVESTMENT COMPANY LIMITED,,,,
DAMCAPITAL,DAM CAPITAL ADVISORS LIMITED,DAM CAPITAL ADVISORS LIMITED,,,,
VINDHYATEL,VINDHYA TELELINKS LIMITED,VINDHYA TELELINKS LIMITED,,,,
FILATEX,FILATEX INDIA LIMITED,FILATEX INDIA LIMITED,,,,
SIYSIL,SIYARAM SILK MILLS LIMITED,SIYARAM SILK MILLS LIMITED,,,,
MONARCH,MONARCH NETWORTH CAPITAL LIMITED,MONARCH NETWORTH CAPITAL LIMITED,,,,
MAYURUNIQ,MAYUR UNIQUOTERS LIMITED,MAYUR UNIQUOTERS LIMITED,,,,
MMFL,MM FORGINGS LIMITED,MM FORGINGS LIMITED,,,,
UNITECH,UNITECH LIMITED,UNITECH LIMITED,,,,
HUHTAMAKI,HUHTAMAKI INDIA LIMITED,HUHTAMAKI INDIA LIMITED,,,,
RANEHOLDIN,RANE HOLDINGS LIMITED,RANE HOLDINGS LIMITED,,,,
SMLISUZU,SML ISUZU LIMITED,SML ISUZU LIMITED,,,,
VAKRANGEE,VAKRANGEE LIMITED,VAKRANGEE LIMITED,,,,
SASKEN,SASKEN TECHNOLOGIES LIMITED,SASKEN TECHNOLOGIES LIMITED,,,,
KALAMANDIR,SAI SILKS (KALAMANDIR) LIMITED,SAI SILKS (KALAMANDIR) LIMITED,,,,
RPTECH,RASHI PERIPHERALS LIMITED,RASHI PERIPHERALS LIMITED,,,,
HINDWAREAP,HINDWARE HOME INNOVATION LIMITED,HINDWARE HOME INNOVATION LIMITED,,,,
PSPPROJECT,PSP PROJECTS LIMITED,PSP PROJECTS LIMITED,,,,
KRSNAA,KRSNAA DIAGNOSTICS LIMITED,KRSNAA DIAGNOSTICS LIMITED,,,,
CONFIPET,CONFIDENCE PETROLEUM INDIA LIMITED,CONFIDENCE PETROLEUM INDIA LIMITED,,,,
XPROINDIA,XPRO INDIA LIMITED,XPRO INDIA LIMITED,,,,
LANDMARK,LANDMARK CARS LIMITED,LANDMARK CARS LIMITED,,,,
SENORES,SENORES PHARMACEUTICALS LIMITED,SENORES PHARMACEUTICALS LIMITED,,,,
STYLEBAAZA,BAAZAR STYLE RETAIL LIMITED,BAAZAR STYLE RETAIL LIMITED,,,,
STOVEKRAFT,STOVE KRAFT LIMITED,STOVE KRAFT LIMITED,,,,
SOLARA,SOLARA ACTIVE PHARMA SCIENCES LIMITED,SOLARA ACTIVE PHARMA SCIENCES LIMITED,,,,
DCW,DCW LIMITED,DCW LIMITED,,,,
SABTNL,SRI ADHIKARI BROTHERS TELEVISION NETWORK LIMITED,SRI ADHIKARI BROTHERS TELEVISION NETWORK LIMITED,,,,
JYOTISTRUC,JYOTI STRUCTURES LIMITED,JYOTI STRUCTURES LIMITED,,,,
ACCELYA,ACCELYA SOLUTIONS INDIA LIMITED,ACCELYA SOLUTIONS INDIA LIMITED,,,,
EIHAHOTELS,EIH ASSOCIATED HOTELS LIMITED,EIH ASSOCIATED HOTELS LIMITED,,,,
PENIND,PENNAR INDUSTRIES LIMITED,PENNAR INDUSTRIES LIMITED,,,,
SMSPHARMA,SMS PHARMACEUTICALS LIMITED,SMS PHARMACEUTICALS LIMITED,,,,
DOLATALGO,DOLAT ALGOTECH LIMITED,DOLAT ALGOTECH LIMITED,,,,
DISHTV,DISH TV INDIA LIMITED,DISH TV INDIA LIMITED,,,,
MANGLMCEM,MANGALAM CEMENT LIMITED,MANGALAM CEMENT LIMITED,,,,
BFINVEST,BF INVESTMENT LIMITED,BF INVESTMENT LIMITED,,,,
PRECAM,PRECISION CAMSHAFTS LIMITED,PRECISION CAMSHAFTS LIMITED,,,,
IOLCP,IOL CHEMICALS AND PHARMACEUTICALS LIMITED,IOL CHEMICALS AND PHARMACEUTICALS LIMITED,,,,
INTERARCH,INTERARCH BUILDING PRODUCTS LIMITED,INTERARCH BUILDING PRODUCTS LIMITED,,,,
MOLDTKPAC,MOLD-TEK PACKAGING LIMITED,MOLD-TEK PACKAGING LIMITED,,,,
RAMRAT,RAM RATNA WIRES LIMITED,RAM RATNA WIRES LIMITED,,,,
JUBLINDS,JUBILANT INDUSTRIES LIMITED,JUBILANT INDUSTRIES LIMITED,,,,
LUMAXIND,LUMAX INDUSTRIES LIMITED,LUMAX INDUSTRIES LIMITED,,,,
INDIANHUME,INDIAN HUME PIPE COMPANY LIMITED,INDIAN HUME PIPE COMPANY LIMITED,,,,
MANINDS,MAN INDUSTRIES (INDIA) LIMITED,MAN INDUSTRIES (INDIA) LIMITED,,,,
UDS,UPDATER SERVICES LIMITED,UPDATER SERVICES LIMITED,,,,
INSECTICID,INSECTICIDES (INDIA) LIMITED,INSECTICIDES (INDIA) LIMITED,,,,
MOL,MEGHMANI ORGANICS LIMITED,MEGHMANI ORGANICS LIMITED,,,,
THEMISMED,THEMIS MEDICARE LIMITED,THEMIS MEDICARE LIMITED,,,,
DREAMFOLKS,DREAMFOLKS SERVICES LIMITED,DREAMFOLKS SERVICES LIMITED,,,,
PIXTRANS,PIX TRANSMISSIONS LIMITED,PIX TRANSMISSIONS LIMITED,,,,
ECOSMOBLTY,ECOS (INDIA) MOBILITY & HOSPITALITY LIMITED,ECOS (INDIA) MOBILITY & HOSPITALITY LIMITED,,,,
PARACABLES,PARAMOUNT COMMUNICATIONS LIMITED,PARAMOUNT COMMUNICATIONS LIMITED,,,,
ESAFSFB,ESAF SMALL FINANCE BANK LIMITED,ESAF SMALL FINANCE BANK LIMITED,,,,
DOLPHIN,DOLPHIN OFFSHORE ENTERPRISES (INDIA) LIMITED,DOLPHIN OFFSHORE ENTERPRISES (INDIA) LIMITED,,,,
INDOTECH,INDO TECH TRANSFORMERS LIMITED,INDO TECH TRANSFORMERS LIMITED,,,,
TARSONS,TARSONS PRODUCTS LIMITED,TARSONS PRODUCTS LIMITED,,,,
DEN,DEN NETWORKS LIMITED,DEN NETWORKS LIMITED,,,,
KMEW,KNOWLEDGE MARINE & ENGINEERING WORKS LIMITED,KNOWLEDGE MARINE & ENGINEERING WORKS LIMITED,,,,
HMAAGRO,HMA AGRO INDUSTRIES LIMITED,HMA AGRO INDUSTRIES LIMITED,,,,
PANAMAPET,PANAMA PETROCHEM LIMITED,PANAMA PETROCHEM LIMITED,,,,
NELCO,NELCO LIMITED,NELCO LIMITED,,,,
AEROFLEX,AEROFLEX INDUSTRIES LIMITED,AEROFLEX INDUSTRIES LIMITED,,,,
MOTISONS,MOTISONS JEWELLERS LIMITED,MOTISONS JEWELLERS LIMITED,,,,
PARAGMILK,PARAG MILK FOODS LIMITED,PARAG MILK FOODS LIMITED,,,,
FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) LIMITED.,FEDERAL-MOGUL GOETZE (INDIA) LIMITED.,,,,
VIDHIING,VIDHI SPECIALTY FOOD INGREDIENTS LIMITED,VIDHI SPECIALTY FOOD INGREDIENTS LIMITED,,,,
IPL,INDIA PESTICIDES LIMITED,INDIA PESTICIDES LIMITED,,,,
OWAIS,OWAIS METAL AND MINERAL PROCESSING LIMITED,OWAIS METAL AND MINERAL PROCESSING LIMITED,,,,
NITINSPIN,NITIN SPINNERS LIMITED,NITIN SPINNERS LIMITED,,,,
APOLLOPIPE,APOLLO PIPES LIMITED,APOLLO PIPES LIMITED,,,,
63MOONS,63 MOONS TECHNOLOGIES LIMITED,63 MOONS TECHNOLOGIES LIMITED,,,,
DIAMONDYD,PRATAAP SNACKS LIMITED,PRATAAP SNACKS LIMITED,,,,
AXISCADES,AXISCADES TECHNOLOGIES LIMITED,AXISCADES TECHNOLOGIES LIMITED,,,,
UGROCAP,UGRO CAPITAL LIMITED,UGRO CAPITAL LIMITED,,,,
SANSTAR,SANSTAR LIMITED,SANSTAR LIMITED,,,,
ASTEC,ASTEC LIFESCIENCES LIMITED,ASTEC LIFESCIENCES LIMITED,,,,
RUPA,RUPA & COMPANY LIMITED,RUPA & COMPANY LIMITED,,,,
CUPID,CUPID LIMITED,CUPID LIMITED,,,,
UNIVCABLES,UNIVERSAL CABLES LIMITED,UNIVERSAL CABLES LIMITED,,,,
TATVA,TATVA CHINTAN PHARMA CHEM LIMITED,TATVA CHINTAN PHARMA CHEM LIMITED,,,,
SPAL,S. P. APPARELS LIMITED,S. P. APPARELS LIMITED,,,,
CENTUM,CENTUM ELECTRONICS LIMITED,CENTUM ELECTRONICS LIMITED,,,,
CARYSIL,CARYSIL LIMITED,CARYSIL LIMITED,,,,
BARBEQUE,BARBEQUE NATION HOSPITALITY LIMITED,BARBEQUE NATION HOSPITALITY LIMITED,,,,
VSSL,VARDHMAN SPECIAL STEELS LIMITED,VARDHMAN SPECIAL STEELS LIMITED,,,,
GREENPOWER,ORIENT GREEN POWER COMPANY LIMITED,ORIENT GREEN POWER COMPANY LIMITED,,,,
RAMCOIND,RAMCO INDUSTRIES LIMITED,RAMCO INDUSTRIES LIMITED,,,,
TIL,TIL LIMITED,TIL LIMITED,,,,
MUKANDLTD,MUKAND LIMITED,MUKAND LIMITED,,,,
JITFINFRA,JITF INFRALOGISTICS LIMITED,JITF INFRALOGISTICS LIMITED,,,,
SANGHIIND,SANGHI INDUSTRIES LIMITED,SANGHI INDUSTRIES LIMITED,,,,
NIITLTD,NIIT LIMITED,NIIT LIMITED,,,,
TTKHLTCARE,TTK HEALTHCARE LIMITED,TTK HEALTHCARE LIMITED,,,,
AHL,ABANS HOLDINGS LIMITED,ABANS HOLDINGS LIMITED,,,,
IKIO,IKIO LIGHTING LIMITED,IKIO LIGHTING LIMITED,,,,
POCL,PONDY OXIDES & CHEMICALS LIMITED,PONDY OXIDES & CHEMICALS LIMITED,,,,
OMAXE,OMAXE LIMITED,OMAXE LIMITED,,,,
PNBGILTS,PNB GILTS LIMITED,PNB GILTS LIMITED,,,,
KIRIINDUS,KIRI INDUSTRIES LIMITED,KIRI INDUSTRIES LIMITED,,,,
DEEDEV,DEE DEVELOPMENT ENGINEERS LIMITED,DEE DEVELOPMENT ENGINEERS LIMITED,,,,
AMRUTANJAN,AMRUTANJAN HEALTH CARE LIMITED,AMRUTANJAN HEALTH CARE LIMITED,,,,
KODYTECH,KODY TECHNOLAB LIMITED,KODY TECHNOLAB LIMITED,,,,
YASHO,YASHO INDUSTRIES LIMITED,YASHO INDUSTRIES LIMITED,,,,
ATFL,AGRO TECH FOODS LIMITED,AGRO TECH FOODS LIMITED,,,,
COSMOFIRST,COSMO FIRST LIMITED,COSMO FIRST LIMITED,,,,
APCOTEXIND,APCOTEX INDUSTRIES LIMITED,APCOTEX INDUSTRIES LIMITED,,,,
SDBL,SOM DISTILLERIES & BREWERIES LIMITED,SOM DISTILLERIES & BREWERIES LIMITED,,,,
HESTERBIO,HESTER BIOSCIENCES LIMITED,HESTER BIOSCIENCES LIMITED,,,,
GANDHAR,GANDHAR OIL REFINERY (INDIA) LIMITED,GANDHAR OIL REFINERY (INDIA) LIMITED,,,,
IGARASHI,IGARASHI MOTORS INDIA LIMITED,IGARASHI MOTORS INDIA LIMITED,,,,
ALPEXSOLAR,ALPEX SOLAR LIMITED,ALPEX SOLAR LIMITED,,,,
HUBTOWN,HUBTOWN LIMITED,HUBTOWN LIMITED,,,,
PLATIND,PLATINUM INDUSTRIES LIMITED,PLATINUM INDUSTRIES LIMITED,,,,
ANDHRAPAP,ANDHRA PAPER LIMITED,ANDHRA PAPER LIMITED,,,,
CANTABIL,CANTABIL RETAIL INDIA LIMITED,CANTABIL RETAIL INDIA LIMITED,,,,
GOCLCORP,GOCL CORPORATION LIMITED,GOCL CORPORATION LIMITED,,,,
SURAKSHA,SURAKSHA DIAGNOSTIC LIMITED,SURAKSHA DIAGNOSTIC LIMITED,,,,
UNIPARTS,UNIPARTS INDIA LIMITED,UNIPARTS INDIA LIMITED,,,,
SBGLP,SURATWWALA BUSINESS GROUP LIMITED,SURATWWALA BUSINESS GROUP LIMITED,,,,
NAVKARCORP,NAVKAR CORPORATION LIMITED,NAVKAR CORPORATION LIMITED,,,,
HIL,HIL LIMITED,HIL LIMITED,,,,
SESHAPAPER,SESHASAYEE PAPER AND BOARDS LIMITED,SESHASAYEE PAPER AND BOARDS LIMITED,,,,
BLKASHYAP,B. L. KASHYAP AND SONS LIMITED,B. L. KASHYAP AND SONS LIMITED,,,,
DLINKINDIA,D-LINK (INDIA) LIMITED,D-LINK (INDIA) LIMITED,,,,
SATIN,SATIN CREDITCARE NETWORK LIMITED,SATIN CREDITCARE NETWORK LIMITED,,,,
IFGLEXPOR,IFGL REFRACTORIES LIMITED,IFGL REFRACTORIES LIMITED,,,,
EKC,EVEREST KANTO CYLINDER LIMITED,EVEREST KANTO CYLINDER LIMITED,,,,
ALICON,ALICON CASTALLOY LIMITED,ALICON CASTALLOY LIMITED,,,,
SANGAMIND,SANGAM (INDIA) LIMITED,SANGAM (INDIA) LIMITED,,,,
TAJGVK,TAJ GVK HOTELS & RESORTS LIMITED,TAJ GVK HOTELS & RESORTS LIMITED,,,,
TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS LIMITED,TALBROS AUTOMOTIVE COMPONENTS LIMITED,,,,
UNIECOM,UNICOMMERCE ESOLUTIONS LIMITED,UNICOMMERCE ESOLUTIONS LIMITED,,,,
MICEL,MIC ELECTRONICS LIMITED,MIC ELECTRONICS LIMITED,,,,
EXPLEOSOL,EXPLEO SOLUTIONS LIMITED,EXPLEO SOLUTIONS LIMITED,,,,
BLSE,BLS E-SERVICES LIMITED,BLS E-SERVICES LIMITED,,,,
VERANDA,VERANDA LEARNING SOLUTIONS LIMITED,VERANDA LEARNING SOLUTIONS LIMITED,,,,
AWHCL,ANTONY WASTE HANDLING CELL LIMITED,ANTONY WASTE HANDLING CELL LIMITED,,,,
JAGRAN,JAGRAN PRAKASHAN LIMITED,JAGRAN PRAKASHAN LIMITED,,,,
DIVGIITTS,DIVGI TORQTRANSFER SYSTEMS LIMITED,DIVGI TORQTRANSFER SYSTEMS LIMITED,,,,
JINDRILL,JINDAL DRILLING AND INDUSTRIES LIMITED,JINDAL DRILLING AND INDUSTRIES LIMITED,,,,
HARIOMPIPE,HARIOM PIPE INDUSTRIES LIMITED,HARIOM PIPE INDUSTRIES LIMITED,,,,
MBAPL,MADHYA BHARAT AGRO PRODUCTS LIMITED,MADHYA BHARAT AGRO PRODUCTS LIMITED,,,,
YATRA,YATRA ONLINE LIMITED,YATRA ONLINE LIMITED,,,,
SHRIRAMPPS,SHRIRAM PROPERTIES LIMITED,SHRIRAM PROPERTIES LIMITED,,,,
VERTOZ,VERTOZ LIMITED,VERTOZ LIMITED,,,,
MASTERTR,MASTER TRUST LIMITED,MASTER TRUST LIMITED,,,,
WINDLAS,WINDLAS BIOTECH LIMITED,WINDLAS BIOTECH LIMITED,,,,
JPASSOCIAT,JAIPRAKASH ASSOCIATES LIMITED,JAIPRAKASH ASSOCIATES LIMITED,,,,
GMBREW,GM BREWERIES LIMITED,GM BREWERIES LIMITED,,,,
UDAICEMENT,UDAIPUR CEMENT WORKS LIMITED,UDAIPUR CEMENT WORKS LIMITED,,,,
WEL,WONDER ELECTRICALS LIMITED,WONDER ELECTRICALS LIMITED,,,,
STERTOOLS,STERLING TOOLS LIMITED,STERLING TOOLS LIMITED,,,,
WHEELS,WHEELS INDIA LIMITED,WHEELS INDIA LIMITED,,,,
RAMASTEEL,RAMA STEEL TUBES LIMITED,RAMA STEEL TUBES LIMITED,,,,
ROSSTECH,ROSSELL TECHSYS LIMITED,ROSSELL TECHSYS LIMITED,,,,
